Merk,Model,Cilinderinhoud (cc),Bouwjaar,Brandstof,Kilometerstand,Vermogen (kW),Vermogen (pk)
Volvo,XC90,4800,08/1998,lpg,121308,138,185
Fiat,Pqnto,1900,12/2024,elektrisch,128748,112,150
Renault,Megane,2900,09/2018,benzine,151141,151,202
Mazda,MX-5 Miata,3200,01/2022,elektrisch,71448,66,89
Peugeot,3008,3500,10/1994,biodiesel,198948,192,257
Alfa Rwmeo,Spider,2900,02/1995,benzine,62872,266,357
Honda,Insight,2800,04/1997,lpg,296387,133,178
Lamborghini,Reventon,2900,03/2000,elektrisch,165961,270,362
Toyota,Hilux,1300,11/2011,elektrisch,259676,269,361
Mitsubishi,ASX,2100,01/2021,benzine,258935,152,204
Tesla,Model 3,3200,02/2018,lpg,260900,332,445
Kia,Sportage,2500,12/1941,elektrisch,200684,103,138
Kia,Seltos,3300,05/2009,elektrisch,7361,182,244
Chevrolet,Malibu,1300,02/2008,diesel,147569,73,98
Hyundai,Tucson,1600,12/1997,lpg,1516,93,125
Alfa Romeo,4C,2000,07/1996,elektrisch,109415,199,267
Mercedes-Benz,E-Class,1300,11/2024,benzine,111483,287,385
Peugeot,500p,2500,07/2023,benzine,292629,63,84
Renault,Megane,4800,02/1990,lpg,288548,354,475
Volvo,XC90,1800,02/1994,diesel,6517,49,66
Jeep,Grand Cherokee,1300,09/1997,benzine,76810,70,94
Peugeot,508,2100,02/2002,diesel,183994,212,284
Alfa Romeo,Giulia,2200,10/2007,elektrisch,214949,349,468
Fiat,124 Spider,1600,02/2006,diesel,155050,334,448
Nissan,Pathfinder,2700,07/1995,elektrisch,244548,378,507
Ferrari,SF90 Stradale,1600,12/2012,lpg,736,165,221
Fiat,Punto,2700,11/2008,benzine,233768,269,361
Mazda,Mazda6,4800,01/2008,diesel,67125,237,318
Peugeot,208,1500,12/2009,lpg,129178,268,359
Renault,Twingo,2000,05/1945,diesel,84853,309,414
Ferrari,LaFerrari,1100,05/2021,benzine,164351,103,138
Kia,Sorento,2500,10/2023,elektrisch,134346,359,481
Toyota,Prius,1300,11/1996,diesel,244528,292,392
Volvo,XC60,3200,03/2014,elektrisch,242892,86,115
BMW,i3,1300,05/1991,elektrisch,-1,277,371
Porsche,Macan,1200,10/1994,elektrisch,59424,186,249
Alfa Romeo,Stelvio,2000,01/2011,benzine,83713,253,339
Ferrari,Roma,1300,12/2019,elektrisch,35260,396,531
Mitsubishi,Pajero,1300,03/2004,elektrisch,49258,251,337
Subaru,Ascent,1800,05/1996,diesel,247996,69,93
Lamborghini,Veneno,2000,07/2006,benzine,190859,311,417
Lamborghini,Reventon,3000,04/2014,benzine,209415,176,236
Porsche,Macan,2700,02/2024,benzine,17985,141,189
Mitsubishi,Pajero,1100,06/2013,biodiesel,246916,230,308
Tesla,Roadster,1400,07/1991,diesel,53624,226,303
Renault,Rumplumplum,3400,08/2016,lpg,225074,184,247
Jeep,Cherokee,1900,03/2011,lpg,213089,212,284
Lamborghini,Gallardo,2600,10/1998,lpg,266504,262,351
Nissan,Altima,2800,05/2002,diesel,201850,57,76
Porsche,Cayenne,3200,01/2008,diesel,253343,329,441
Subaru,Impreza,3200,11/2021,biodiesel,69572,92,123
Peugeot,508,1800,02/2015,benzine,125613,276,370
Ferrari,Portofino,3300,01/2000,benzine,164221,103,138
Tesla,Roadster,3200,06/2021,benzine,194133,295,396
Volkswagen,Arteon,2400,02/2014,elektrisch,240260,146,196
Volvo,S90,3000,08/2012,elektrisch,69349,165,221
Kia,Carnival,2600,02/1994,lpg,74344,237,318
Toyota,Camry,1700,05/2000,lpg,20339,262,351
Volkswagen,Arteon,2000,09/2003,elektrisch,151069,264,354
Volkswagen,Jetta,2700,11/1990,biodiesel,218296,356,477
Mazda,RX-8,2100,07/2019,lpg,86553,51,68
Tesla,Model X,3300,12/2018,diesel,244517,64,86
Renault,Koleos,1800,08/2004,diesel,136476,205,275
Subaru,Ascent,1600,07/1982,elektrisch,238572,196,263
Honda,Passport,3100,12/2003,lpg,233428,53,71
Lamborghini,Murcielago,2800,06/1999,elektrisch,135507,350,469
Lamborghini,Gallardo,3400,09/2008,lpg,156374,126,169
Kia,Seltos,3300,09/2022,benzine,286281,112,150
Volkswagen,Arteon,3200,02/2007,lpg,12040,97,130
Ferrari,Roma,1500,08/2009,benzine,225257,226,303
Volro,V90,2900,03/2022,diesel,184979,152,204
Ford,Bronco,2000,03/2001,diesel,181218,181,243
Ferrari,LaFerrari,1100,02/2019,elektrisch,34761,355,476
Mercedes-Benz,A-Class,3400,08/2022,elektrisch,91157,118,158
Nissan,Leaf,1100,04/2014,diesel,180474,117,157
Volkswagen,Arteon,1200,07/1997,diesel,124830,296,397
Renault,Twingo,2100,10/2012,diesel,282017,40,54
Volvo,XC60,2300,06/2016,elektrisch,92964,382,512
Jeep,Patriot,2800,12/2001,elektrisch,119431,123,165
Ford,Mustang,3400,03/1999,diesel,290812,143,192
Hyundai,Accent,2100,02/2014,lpg,100928,228,306
BMW,Rumplumplum,1600,03/2010,elektrisch,26522,221,296
Honda,Civic,2200,07/2014,diesel,25650,171,229
Mazda,CX-30,1100,05/2012,lpg,75655,236,316
Volvo,S60,3500,06/2008,elektrisch,119394,190,255
Hyundai,Elantra,1200,12/2001,benzine,150908,323,433
Volkswagen,Beetle,1400,04/2004,lpg,40696,260,349
Lamborghini,Urus,2100,05/2000,diesel,206785,131,176
Peugeot,2008,2200,12/2017,benzine,69971,146,196
Audi,TT,3500,08/2022,diesel,273635,312,418
Jeep,Grand Cherokee,1600,02/1996,diesel,232271,291,390
Renault,Twingo,3300,02/2004,lpg,67160,163,219
Toyota,Prius,3500,01/2011,benzine,92306,244,327
Kia,Optima,2000,10/1998,elektrisch,191779,211,283
Mercedes-Benz,GLC,2600,12/2005,benzine,243396,55,74
Fiat,Panda,1500,09/2021,elektrisch,268325,399,535
Porsche,911,2500,06/1959,diesel,132094,138,185
Lamborghini,Urus,2900,07/2006,elektrisch,240454,378,507
BMW,X5,2800,01/2010,benzine,9905,386,518
BMW,Z4,2700,08/1994,benzine,34705,279,374
Chevrolet,Colorado,2100,06/1996,diesel,155197,171,229
BMW,X3,2000,11/2006,lpg,96002,215,288
Tesla,Roadster,1400,01/2005,lpg,217866,253,339
Hyundai,Santa Fe,2600,11/2022,benzine,87985,90,121
Ferrari,LaFerrari,3000,03/2003,diesel,124412,137,184
Volvo,S60,2200,02/1995,biodiesel,148898,126,169
Jeep,Compass,1600,06/2002,benzine,60189,324,434
Tesla,Model Y,1700,03/2021,lpg,169992,260,349
Volvo,XC60,1800,11/2024,diesel,32322,280,375
Audi,Q7,2000,01/1990,elektrisch,67086,142,190
Volvo,XC40,2900,05/2007,benzine,277474,377,506
Fiat,Punto,2900,05/2012,lpg,151737,86,115
Audi,A3,2900,03/2002,lpg,60960,322,432
Mercedes-Benz,A-Class,3500,12/2002,benzine,36395,83,111
Ford,Expadition,1300,03/2024,benzine,294506,342,459
Lamborghini,Murcielago,1500,10/1995,elektrisch,-1,366,491
Honda,Accord,2000,01/2010,lpg,179469,144,193
Nissan,370Z,2000,11/1993,lpg,5447,233,312
Hyundai,Kona,3200,07/2017,biodiesel,238235,267,358
Subaru,WRX,3500,01/1999,elektrisch,96406,116,156
Nissan,Rogue,3100,02/2009,diesel,97213,43,58
Hyundai,Veloster,1300,11/2014,benzine,277168,172,231
Peugeot,3008,2200,08/2006,benzine,128167,58,78
Porsche,Panamera,1600,10/1992,diesel,-1,343,460
Ford,Bronco,2500,04/2023,elektrisch,71961,122,164
Subaru,Outback,2200,01/2019,elektrisch,168353,349,468
Subaru,Crosstrek,4800,07/1996,lpg,205834,314,421
Porsche,Cayenne,1700,10/2020,elektrisch,119225,224,300
Renault,Captur,3200,07/2017,elektrisch,242797,302,405
Renault,Koleos,2600,03/1990,elektrisch,85398,310,416
Volkswagen,Tiguan,1200,07/2000,diesel,-1,189,253
Audi,A8,3500,08/2005,lpg,128604,276,370
Honda,Fit,1600,11/1993,diesel,89024,368,493
Alfa Romeo,Giulia,3300,04/2011,benzine,183221,110,148
Ferrari,Roma,2200,11/2018,benzine,154334,246,330
Tesla,Model 3,2400,07/1992,elektrisch,249921,67,90
Alfa Romeo,Giulietta,1600,09/2003,benzine,255971,200,268
Tesla,Model Y,1500,11/1998,benzine,106459,79,106
Volkswagen,Golf,2400,09/1996,diesel,159057,377,506
Mazda,RX-8,1800,12/1993,diesel,88128,326,437
Alfa Romeo,Stelvio,3100,03/2004,lpg,53764,77,103
Tesla,Model 3,3200,03/2008,benzine,227960,254,341
Hyundai,Genesis,3100,09/2020,lpg,112197,286,384
Mazda,CX-3,2100,05/2006,benzine,161525,247,331
Jeep,Compass,3600,06/2010,benzine,42236,291,390
Volvo,XC60,3500,01/2014,biodiesel,64623,260,349
Hyundai,Kona,2000,11/2018,benzine,263736,298,400
Mercedes-Benz,Sprinter,1600,03/2013,benzine,247842,398,534
Hyundai,Genesis,2700,05/1991,lpg,171505,205,275
Subaru,Forester,2200,02/2022,lpg,269298,192,257
Kia,Carnival,2600,01/2001,diesel,228271,265,355
Chevrolet,Tahoe,1700,02/2011,elektrisch,261323,136,182
Tesla,Model X,2700,11/2018,lpg,248414,392,526
Mitsubishi,Outlander,3600,05/1998,lpg,22323,355,476
Tesla,Model X,3500,10/2002,lpg,92517,312,418
Subaru,Outback,1000,04/2021,lpg,165912,317,425
Porsche,Taycan,2000,07/2015,benzine,32431,168,225
Tesla,Model 3,1400,07/2008,lpg,85024,133,178
Hyundai,Accent,1800,03/2016,benzine,255353,160,215
Volvo,XC40,1800,10/1978,lpg,230652,136,182
Kia,Stinger,1800,06/2021,lpg,250690,328,440
Volvo,C40,1100,07/2017,elektrisch,39587,379,508
Volvo,V90,2500,05/2012,diesel,245595,122,164
Alfa Romeo,Giulietta,2000,04/2020,diesel,165948,371,498
Tesla,Model Y,3600,02/2009,diesel,15622,46,62
BMW,i3,1000,07/1995,elektrisch,235815,170,228
Subaru,Ascent,2000,03/2018,lpg,206985,232,311
Mitsubishi,Mirage,1700,04/1997,lpg,247354,298,400
Lamborghini,Murcielago,3000,04/1998,elektrisch,282753,103,138
Toyoja,Yaris,1200,09/2005,diesel,256766,107,143
Kia,Sportage,3500,03/1960,diesel,168402,104,139
Tesla,Model S,4800,04/1991,diesel,1220,111,149
Mercedes-Benz,AMG GT,3500,06/2008,elektrisch,251631,374,502
Peugeot,308,1600,03/2004,lpg,1000010,373,500
Porsche,718 Cayman,1300,07/2014,biodiesel,92034,183,245
Toyota,Hilux,1500,04/1992,elektrisch,211673,360,483
Mitsubishi,Mirage,2400,09/2000,elektrisch,288672,354,475
Tesla,Roadster,3500,06/2005,lpg,88650,390,523
BMW,X5,2400,05/2024,lpg,1000010,354,475
Porsche,Panamera,2600,12/2013,diesel,51675,194,260
Alfa Romeo,Stelvio,3100,10/1981,benzine,98175,107,143
Nissan,Murano,1200,04/2009,benzine,115109,61,82
Chevrolet,Colorado,1600,02/2003,diesel,78922,102,137
Jeep,Patriot,1400,10/2014,elektrisch,81318,62,83
Renault,Koleos,2500,08/2007,benzine,157555,176,236
Audi,TT,3200,05/2012,elektrisch,279155,213,286
Mercedes-Benz,A-Class,2400,02/1965,benzine,244724,53,71
Nissan,Murano,1600,12/2001,elektrisch,244027,342,459
Hyundai,Veloster,3100,11/2009,elektrisch,50775,384,515
Ferrari,F8 Tributo,1800,02/1997,benzine,212670,134,180
Alfa Romeo,Stelvio,1300,07/2005,elektrisch,108672,50,67
Toyota,Corolla,2100,05/1965,benzine,78608,194,260
BMW,X5,1100,09/2008,diesel,51850,84,113
Audi,A6,3400,03/2007,elektrisch,64409,92,123
Renault,Zoe,1100,10/2015,benzine,20135,40,54
Mitsubishi,Eclipse Cross,4800,02/2011,benzine,244574,209,280
Mitsubishi,Triton,2600,03/2001,lpg,44374,235,315
Ferrari,488,2500,04/2012,lpg,1000010,323,433
Fiat,Tipo,1000,06/2015,benzine,10866,336,451
Volvo,V60,2100,12/2016,elektrisch,196080,62,83
Lamborghini,Urus,2300,04/2005,lpg,236205,235,315
Ferrari,812 Superfast,1500,11/1995,lpg,216362,377,506
Mitsubishi,Pajero,2700,10/2022,diesel,4331,320,429
Kia,Soul,2700,12/2015,elektrisch,138408,305,409
Nissan,Pathfinder,1500,02/2013,elektrisch,59190,232,311
Chevrolet,Colorado,2000,10/1995,lpg,200249,381,511
Alfa Romeo,Giulietta,1500,07/1996,benzine,231505,123,165
Volvo,V60,1800,08/2015,lpg,119755,303,406
Audi,A4,1200,09/2002,elektrisch,233096,372,499
Jeep,Cherokee,3500,03/1995,elektrisch,296900,156,209
Subaru,Forester,1300,09/2008,lpg,191626,82,110
Alfa Romeo,Giulietta,4800,08/1997,diesel,157231,190,255
Chevrolet,Suburban,2300,03/1998,benzine,-1,55,74
Mitsubishi,Triton,1900,06/2003,benzine,85442,330,443
BMW,X1,1900,12/2014,elektrisch,292887,64,86
Fiat,Tipo,3400,02/2011,lpg,183176,224,300
Fiat,Doblo,3500,01/2024,lpg,235939,41,55
Mercedes-Benz,C-Class,1500,10/2024,elektrisch,143810,152,204
Volkswagen,Arteon,2000,09/2020,lpg,216316,393,527
Volvo,n9d,3100,04/1994,lpg,140338,370,496
Ford,Edge,2700,11/2012,elektrisch,208075,386,518
BMW,Rumplumplum,3300,09/2006,benzine,296088,209,280
Peugeot,508,3200,10/2021,diesel,180531,256,343
Peugeot,508,1700,09/2019,benzine,116130,306,410
Jeep,Compass,2200,07/1998,elektrisch,117130,113,152
Hyundai,Accent,3100,10/2016,lpg,185128,360,483
Mitsubishi,Eclipse Cross,1600,01/2011,elektrisch,211160,235,315
Ferrari,Roma,2100,01/2001,lpg,143880,325,436
Peugeot,Rifter,2400,11/2020,benzine,29540,207,278
Kia,Soui,1800,10/2009,elektrisch,211628,45,60
Mitsubishi,ASX,1500,12/2005,benzine,61799,82,110
Mazda,MX-5 Miata,3500,11/2017,lpg,239223,266,357
Hyundai,Veloster,2400,07/2010,benzine,294774,225,302
Mitsubishi,Pajero,3300,10/1995,diesel,246624,347,465
Audi,Q8,1100,03/2017,diesel,183099,165,221
Fiat,500,1100,02/2010,lpg,-1,364,488
Volkswagen,Beetle,3200,04/1993,elektrisch,-1,216,290
Hyundai,Kona,3600,05/2004,elektrisch,126729,213,286
Honda,Odyssey,1700,05/2007,lpg,192452,79,106
Subaru,Crosstrek,3200,10/1972,elektrisch,189552,183,245
Honda,Fit,3400,11/2005,elektrisch,1000010,195,261
Kia,Rio,3100,06/1990,elektrisch,140843,55,74
Audi,Q5,2100,07/2023,benzine,205219,62,83
Volvo,XC60,2100,03/2010,elektrisch,23881,388,520
Mazda,CX-5,1800,07/1960,elektrisch,251395,345,463
Fiat,Punto,3500,09/2011,diesel,126366,129,173
Nissan,Rumplumplum,3000,12/2015,lpg,173842,153,205
Fiat,Tipo,2700,02/2010,benzine,198974,128,172
Volvo,S60,1800,12/2017,lpg,55731,250,335
Tesla,Cybertruck,2100,03/2015,lpg,185451,101,135
BMW,X3,4800,12/1999,benzine,170329,350,469
sitsubishi,Pajero,2700,02/2021,elektrisch,95767,195,261
Ferrari,488,1100,09/1995,elektrisch,99462,297,398
Mazda,RX-8,2200,10/1991,lpg,196040,202,271
Lamborghini,Urus,2000,10/2006,diesel,106201,387,519
Toyota,Hilux,2000,06/2020,lpg,165618,372,499
Kia,Telluride,2800,06/1998,lpg,179394,200,268
Chevrolet,Equinox,1100,08/2018,elektrisch,121718,276,370
Subaru,BRZ,3500,07/1995,benzine,147556,143,192
Lamborghini,Murcielago,2700,05/2010,benzine,20841,315,422
Nissan,Versa,1000,07/2013,lpg,74841,329,441
Honda,HR-V,2700,11/2014,diesel,26694,368,493
Subaru,WRX,3300,06/2022,diesel,277382,63,84
Mazda,CX-5,2500,08/2009,elektrisch,128252,57,76
Mitsubishi,Pajero,3600,09/2005,diesel,48653,155,208
Fiat,Tipo,3200,06/2018,lpg,37923,360,483
Hyundai,Ioniq,1200,01/2010,benzine,152742,389,522
Nissan,Armada,1300,05/2016,benzine,106841,163,219
Peugeot,3008,2800,12/2002,elektrisch,285181,223,299
Fiat,Fiorino,2500,11/2024,benzine,71169,84,113
Ferrari,Roma,1200,04/2004,diesel,62897,107,143
Renault,Zoe,3300,03/2021,diesel,171940,397,532
Mazda,CX-5,3000,02/2013,benzine,194114,61,82
Mitsubishi,Triton,2700,08/1993,lpg,66470,247,331
Porsche,718 Cayman,2100,04/1998,benzine,113676,216,290
Audi,A8,1700,10/1998,diesel,295487,127,170
Chevrolet,Colorado,2700,10/2016,elektrisch,124889,82,110
Mazda,CX-5,1200,08/1996,lpg,282860,382,512
Ferrari,488,2500,08/2000,lpg,142170,149,200
Toyota,Corolla,1500,08/1991,diesel,255719,48,64
BMW,3 Series,3200,09/2020,diesel,202132,251,337
Fiat,124 Spider,2400,08/2008,diesel,75778,227,304
Fiat,Tipo,2000,06/2022,diesel,15244,92,123
Audi,Q7,1700,08/2010,diesel,127836,96,129
Honda,Civic,1800,06/2019,diesel,220116,106,142
Ferrari,Roma,2600,09/2006,biodiesel,299711,43,58
Alfa Romeo,Stelvio,1200,09/1998,diesel,135556,265,355
Porsche,Macan,1400,03/1993,diesel,87289,197,264
Mitsubishi,ASa,2100,12/1990,lpg,83885,147,197
Jeep,Wrangler,2100,12/2016,diesel,212922,45,60
Kia,Niro,3100,11/2007,benzine,162242,40,54
Renault,Megane,3200,08/1999,diesel,250996,237,318
Fiat,Tipo,2700,07/2006,diesel,82032,370,496
Jeep,Renegade,3100,08/2001,lpg,299278,233,312
Mitsubishi,ASX,2400,11/2003,elektrisch,194440,244,327
Subaru,WRX,2700,05/2010,elektrisch,158556,184,247
Audi,A8,1900,12/1995,lpg,140381,59,79
Nissan,gathfinder,2600,06/1990,diesel,96948,69,93
Tesla,Model S,2800,11/1993,benzine,220,319,428
Chevrolet,Equinox,1900,04/2008,benzine,285885,325,436
Subaru,WRX,1200,12/2012,elektrisch,292,261,350
Audi,A4,4800,05/2015,elektrisch,95693,53,71
Volvo,V90,1500,10/2007,benzine,91212,216,290
Audi,Q5,1800,07/2012,benzine,56555,147,197
Ford,Edge,1300,03/1993,lpg,138615,188,252
Jeep,Renegade,3500,03/2015,lpg,170741,184,247
Volvo,C40,1200,03/2014,diesel,177109,217,291
Chevrolet,Malibu,1600,12/2002,lpg,106253,249,334
Tesla,Model Y,3100,01/2022,diesel,253257,70,94
Audi,A8,1600,02/1993,benzine,243079,133,178
Mitsubishi,Lancer,2200,04/2017,diesel,116322,62,83
Ferrari,Roma,1800,02/2003,biodiesel,4181,388,520
Tesla,Model X,1300,06/2020,elektrisch,249016,351,471
BMW,X7,1800,03/1995,elektrisch,134187,308,413
Alfa Romeo,Spider,3500,09/2023,biodiesel,68065,220,295
Audi,A6,2200,05/1996,lpg,167434,141,189
BMW,X7,1500,08/2006,diesel,49731,187,251
Ford,Escape,3400,03/2019,benzine,77772,147,197
Subaru,Forester,2900,05/2006,benzine,223469,95,127
BMW,5 Series,2100,08/2020,biodiesel,282218,304,408
Mercedes-Benz,GLS,3400,01/2008,diesel,77802,162,217
Subaru,Forester,2500,01/2020,diesel,53524,155,208
Lamborghini,Urus,3000,02/2008,diesel,108811,172,231
Ford,F-150,2100,01/2020,benzine,217492,67,90
Lamborghini,Urus,2600,01/1996,diesel,168020,354,475
Honda,Passport,2200,06/2011,lpg,81402,394,528
Toyota,4Runner,3000,02/2000,elektrisch,254026,363,487
Audi,A6,1900,03/2014,diesel,184041,124,166
Mitsubishi,Pajero,1700,07/2018,diesel,112744,41,55
Mercedes-Benz,GLS,1800,10/2012,diesel,28067,166,223
Mercedes-Benz,GLS,1600,12/2021,diesel,153097,374,502
Ferrari,488,1700,01/2004,elektrisch,1288,65,87
Renault,Koleos,1400,12/1993,benzine,176845,384,515
Alfa Romeo,Giulietta,1600,02/1999,diesel,87833,277,371
Renault,Koleos,1800,11/2012,diesel,127734,226,303
Mercedes-Benz,GLC,1400,10/2005,elektrisch,93977,284,381
Kia,Stinger,1900,11/1949,diesel,20215,353,473
Mercedes-Benz,S-Class,2000,05/1994,lpg,-1,231,310
Volvo,C40,1600,04/2004,benzine,55511,387,519
Ford,F-150,2000,05/1998,lpg,297781,306,410
Peugeot,308,2000,07/1998,elektrisch,175028,273,366
Mitsubishi,Pajero,2000,10/2008,elektrisch,109515,86,115
Toyota,Hilux,2900,08/2012,benzine,214448,104,139
Ford,Maverick,3600,08/2001,elektrisch,85715,240,322
Peugeot,208,1100,10/2019,lpg,106682,59,79
Hyundai,Rumplumplum,3600,01/1991,elektrisch,148427,143,192
Chevrolet,Camaro,4800,09/2016,elektrisch,100281,274,367
Nissan,Armada,2900,09/2002,benzine,136789,121,162
Tesla,Roadster,3100,12/2023,diesel,-1,325,436
Renault,Clio,1400,06/2004,benzine,46020,365,489
Audi,Q5,3100,03/2005,lpg,250244,114,153
BMW,i8,1500,11/2005,benzine,1000010,158,212
Peugeot,5008,4800,04/1995,elektrisch,168219,90,121
Peugeot,5008,1100,09/2020,benzine,129938,260,349
Ferrari,SF90 Stradale,2500,08/1991,lpg,147102,124,166
Volvo,XC90,1900,02/2022,benzine,274914,139,186
Volvo,V90,1200,05/2012,lpg,268595,261,350
Alfa Romeo,Giulia,2900,01/2020,elektrisch,170849,239,320
Hyundai,Kona,1600,11/2002,diesel,92256,209,280
Mazda,CX-5,2900,03/2022,benzine,46610,213,286
Mitsubishi,Eclipse Cross,2300,07/2001,lpg,288822,122,164
Renault,Koleos,2100,04/2007,biodiesel,259990,398,534
Subaru,BRZ,3000,12/2021,diesel,52407,284,381
Honda,Odyssey,1000,07/2010,elektrisch,72226,70,94
Porsche,Panamera,1800,12/2023,elektrisch,232588,324,434
Toyota,Yaris,3000,08/1994,diesel,167346,60,80
Honda,CR-V,3300,04/2003,diesel,285383,259,347
Alfa Romeo,4C,1700,12/1990,elektrisch,117759,281,377
Ferrari,812 Superfast,3400,05/2004,lpg,74464,272,365
Nissan,Murano,3300,08/1998,benzine,1000010,55,74
Subaru,Ascent,3500,04/1992,lpg,143025,226,303
Subaru,Legacy,1600,07/2011,diesel,212098,188,252
Mitsubishi,Mirage,2600,06/1998,elektrisch,217706,368,493
Fiat,124 Spider,1600,05/1998,lpg,161578,294,394
Kia,Niro,2000,08/1995,lpg,228854,105,141
Fiat,500,1800,05/2020,elektrisch,208991,160,215
Ferrari,F8 Tributo,1500,04/2010,benzine,-1,111,149
Mitsubishi,ASX,3600,12/1996,diesel,264090,153,205
Mercedes-Benz,GLS,2900,11/2016,lpg,113089,167,224
Peugeot,5008,3200,02/2012,lpg,1000010,360,483
Toyota,Tacoma,3500,12/2007,benzine,269834,389,522
Lamborghini,Huracan,4800,02/2015,lpg,198582,290,389
Audi,e-tron,4800,08/2015,elektrisch,139517,363,487
Chevrolet,Colorado,3000,07/2011,benzine,93300,252,338
Porsche,Macan,2000,07/2018,elektrisch,119182,132,177
BMW,X7,3200,06/1995,benzine,283745,332,445
Volkswagen,Tiguan,2700,06/2013,benzine,189381,373,500
Alfa Romeo,Giulietta,1600,08/2012,diesel,245609,49,66
Audi,Q3,2000,07/2008,elektrisch,230633,54,72
Ford,fjcape,2200,01/2009,diesel,191043,210,282
Alfa Romeo,Giulietta,3100,09/1999,benzine,-1,313,420
Kia,Carnival,2600,10/2019,lpg,173298,172,231
Toyota,Camry,1800,08/2011,diesel,160557,278,373
Ford,Bronco,2200,01/2009,lpg,290104,243,326
Ferrari,812 Superfast,2300,08/1993,diesel,36002,210,282
Tesla,Cybertruck,3600,06/2014,lpg,170415,356,477
Ford,Edge,1800,10/1996,diesel,141560,70,94
BMW,X5,4800,06/2019,diesel,247886,240,322
Mercedes-Benz,E-Clkss,1500,11/2004,benzine,27497,165,221
Mazda,CX-3,2800,01/2014,elektrisch,157652,287,385
Ferrari,Portofino,2900,01/2011,benzine,13001,137,184
Nissan,370Z,1300,09/1999,benzine,265636,364,488
Chevrolet,Camaro,1700,06/2007,diesel,113838,310,416
Mercedes-Benz,S-Class,3400,12/1990,elektrisch,175064,254,341
Porsche,Panamera,1100,04/2013,diesel,296156,315,422
Audi,Q7,1900,06/2003,lpg,175833,197,264
Renault,Kadjar,2200,02/1995,lpg,129270,188,252
Ford,Explorer,2700,05/2006,elektrisch,193157,317,425
Porsche,Cayenne,3500,07/2013,benzine,271085,101,135
Fiat,124 Spider,2200,01/1998,diesel,61528,247,331
Peugeot,Rumplumplum,3000,07/2004,lpg,73038,357,479
Lamborghini,Murcielago,2700,05/1995,lpg,47593,179,240
Mazda,CX-9,2400,06/1999,diesel,283884,238,319
Porsche,718 Boxster,2700,09/2000,diesel,248452,63,84
Alfa Romeo,Giulietta,2000,02/1994,diesel,138514,365,489
Renault,Twingo,1300,10/2001,diesel,78692,116,156
Hyundai,Kona,2400,01/2022,diesel,203357,250,335
Volvo,S90,2600,09/1991,elektrisch,117922,162,217
Chevrolet,Trailblazer,1700,06/2012,lpg,29452,184,247
Audi,TT,1800,04/2015,elektrisch,211411,334,448
Jeep,Compass,4800,08/2015,benzine,189364,196,263
Nissan,370Z,3000,09/1998,lpg,294909,370,496
Alfa Romeo,4C,2400,04/2019,elektrisch,75477,366,491
Ford,Bronco,3600,07/1996,benzine,134379,327,439
Nissan,Pathfinder,3300,05/2008,diesel,188775,88,118
Mazda,Mazda3,2600,01/2023,lpg,161656,249,334
Porsche,718 Cayman,1100,04/1997,diesel,60108,298,400
Honda,Ridgeline,3200,06/2020,benzine,40656,290,389
Nissan,Armada,3400,12/1998,diesel,-1,400,536
Volkswagen,Jetta,2600,07/2016,elektrisch,111152,191,256
Volvo,S90,3400,12/2000,elektrisch,26502,341,457
Ford,Bronco,1700,07/2018,elektrisch,219159,227,304
Lamborghini,Murcielago,2500,05/2023,benzine,275756,333,447
Jeep,Wrangler,3200,10/2006,diesel,1000010,314,421
Toyota,Corolla,3200,01/2008,lpg,192884,391,524
Subaru,BRZ,3500,02/1999,diesel,177238,320,429
Audi,A4,2100,09/2000,benzine,162096,336,451
Renault,Megane,4800,08/2017,lpg,234140,337,452
Fiat,124 Spider,1200,07/2024,diesel,145821,340,456
Subaru,Legacy,3000,01/2010,lpg,288918,144,193
Chevrolet,Suburban,2200,02/2020,benzine,16163,244,327
Jeep,Compass,3000,07/2008,diesel,75798,270,362
Toyota,Taclma,3000,03/2014,elektrisch,295250,240,322
Volkswagen,Arteon,3000,06/1997,lpg,20680,350,469
Mercedes-Benz,C-Class,1900,03/2019,elektrisch,289283,371,498
Jeep,Cherokee,1200,09/1990,benzine,225846,247,331
